ID,Label,Type,Emperor,Title,FindingAid
Otho AXIV,Otho AXIV,Book,Otho,"Ivo of Chartres, Chronicle (12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102847&displayMode=full&vid=IAMS_VU2
Titus CVI,Titus CVI,Book,Titus,Cotton Manuscript Titus C VI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102847&displayMode=full&vid=IAMS_VU2
Claudius AIV,Claudius AIV,Book,Claudius,Cotton Manuscript Claudius A IV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102434&displayMode=full&vid=IAMS_VU2
Julius BXIII,Julius BXIII,Book,Julius,"Hugh of Saint-Victor, Chronicle; Chronicle of Melrose Abbey, AD 1-249; Gerald of Wales, De principis instructione (c 1174-2nd quarter 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101662&displayMode=full&vid=IAMS_VU2
Julius FX,Julius FX,Book,Julius,Cotton Manuscript Julius F X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101775&displayMode=full&vid=IAMS_VU2
Tiberius CVI,Tiberius CVI,Book,Tiberius,"Psalter (the 'Tiberius Psalter'), imperfect, with a prefatory pictorial cycle, computistic tables, prayers, confession, a homily in Old English and Collects. (3rd quarter of the 11th century-2nd half of the 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102251&displayMode=full&vid=IAMS_VU2
Julius CIII,Julius CIII,Book,Julius,Cotton Manuscript Julius C III (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102251&displayMode=full&vid=IAMS_VU2
Galba DIV,Galba DIV,Book,Galba,"Records and papers concerning England and the Low Countries, 1589 (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101685&displayMode=full&vid=IAMS_VU2
Cleopatra BIII,Cleopatra BIII,Book,Cleopatra,Cotton Manuscript Cleopatra B III (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103736&displayMode=full&vid=IAMS_VU2
Caligula AIV,Caligula AIV,Book,Caligula,Cotton Manuscript Caligula A IV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102318&displayMode=full&vid=IAMS_VU2
Tiberius AXV,Tiberius AXV,Book,Tiberius,"A letterbook including Alcuin's Epistolae with other letters addressed to archbishops of Canterbury and others; a fragment of a Gospel of St John and a charter of Duke William II of Normandy; Junillus Africanus, Instituta regularia divine legis (imperfect); Richard Rolle, Super apocalypsim, Richard Rolle, Super mulierem fortem, Officium de sancto Ricardo heremita and Vita et miracula sancti Ricardi heremite (4th quarter of the 7th century-1st quarter of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102190&displayMode=full&vid=IAMS_VU2
Vitellius BV,Vitellius BV,Book,Vitellius,"Records and papers concerning England and Rome, 1522–1523 (1st quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102988&displayMode=full&vid=IAMS_VU2
Titus AXXIII,Titus AXXIII,Book,Titus,Of Knyghthode and Bataile (2r–53v,http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103514&displayMode=full&vid=IAMS_VU2
Vespasian DXVIII,Vespasian DXVIII,Book,Vespasian,Cotton Manuscript Vespasian D XVIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103358&displayMode=full&vid=IAMS_VU2
Vitellius AXII,Vitellius AXII,Book,Vitellius,"Computistical memoranda; Ecgberht of York, Dialogus Ecclesiasticæ Institutionis; Abbo of Fleury, De Differentia Circuli et Spherae; Hrabanus Maurus, De Computo; Eight computistical poems; De Septem Miraculis Mundi; De Duobus Verticibus Mundi; De Diebus Aegyptiacis; Ordo Librorum Catholicorum in Circulo Anni Legendorum; De Vocibus Litterarum; Greek and Hebrew alphabets with interpretations; Untitled computistical tract; De Sex Aetatibus Hominis; Isidore of Seville (Pseudo-Gildas), De Natura Rerum; T-O world map; Abbo of Fleury, De Cursu Septem Planetarum per Zodiacum Circulum; Abbo of Fleury, De Duplici Signorum Ortu; Three runic alphabets; Calendar [with ‘Dog Days’]; Priscian, Versus de Caelestibus Signis; Versus de Duodecim Ventis; Calendar [with ‘Egyptian Days’]; Cummian, Epistola de Controversia Paschali; Bede, Epistola ad Pleguinam de Aetatibus Saeculi; Magister Constabularius, Compotus Constabularii; computistical tables; untitled computistical treatise with hand diagrams; Serlo of Bayeux, poems; Godfrey of Winchester, Liber Proverbiorum; Hildebert of Lavardin, Vita Beatae Mariae Aegyptiacae; miscellany of poems by Hildebert of Lavardin, Marbod of Rennes, Ausonius, and Godfrey of Winchester; Bartholomew of Exeter, Penitential; The Lord's Prayer in Old English; exemplum (4th quarter of the 11th century-4th quarter of the 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103358&displayMode=full&vid=IAMS_VU2
Tiberius BIV,Tiberius BIV,Book,Tiberius,Anglo-Saxon Chronicle D; writs of Cnut; extracts from Anglo-Saxon Chronicle E; Chronicle of Walter of Guisborough. (Mid 11th century-2nd half of the 16th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102206&displayMode=full&vid=IAMS_VU2
Vitellius FV,Vitellius FV,Book,Vitellius,"Chronicle of Henry Machyn (d. 1563), August 1550–August 1563 (imperfect) (1550-1563)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103114&displayMode=full&vid=IAMS_VU2
Vitellius AIV,Vitellius AIV,Book,Vitellius,Cotton Manuscript Vitellius A IV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102936&displayMode=full&vid=IAMS_VU2
Vitellius EV,Vitellius EV,Book,Vitellius,"Historical and legal miscellanea, including Gerald of Wales, De iure et statu Meneuensis (26r–36v), and Henry of Marlborough, Chronicon (197r–260v) (16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103073&displayMode=full&vid=IAMS_VU2
Julius BIX,Julius BIX,Book,Julius,"Register of Thomas Goodrich, chancellor of England (1551–53) (1551-1553)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101655&displayMode=full&vid=IAMS_VU2
Claudius DIII,Claudius DIII,Book,Claudius,Cotton Manuscript Claudius D III (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102527&displayMode=full&vid=IAMS_VU2
Otho EIV,Otho EIV,Book,Otho,Letter-book of Sir Henry Brooke alias Cobham (d. 1592) (1580-1582),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102527&displayMode=full&vid=IAMS_VU2
Vitellius DXVIII,Vitellius DXVIII,Book,Vitellius,Cartulary of Combe Abbey (imperfect) (4th quarter of the 12th century-2nd half of the 13th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103065&displayMode=full&vid=IAMS_VU2
Vitellius DXX,Vitellius DXX,Book,Vitellius,Hymn for St Cuthbert (1r–2v); Uita sancti Cuthberti (3r–15v) (Mid 12th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103066&displayMode=full&vid=IAMS_VU2
Titus AXVII,Titus AXVII,Book,Titus,"Le sacre couronnement, triumphe et entree de Claude de France (duchess of Brittany 1514–1524; queen consort of France 1515–1524) (1517)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103508&displayMode=full&vid=IAMS_VU2
Vespasian AII,Vespasian AII,Book,Vespasian,Cotton Manuscript Vespasian A II (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103136&displayMode=full&vid=IAMS_VU2
Otho EI,Otho EI,Book,Otho,Latin-Old English glossary (A–P) (4th quarter of the 10th century-1st quarter of the 11th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102911&displayMode=full&vid=IAMS_VU2
Otho CX,Otho CX,Book,Otho,"Papers (originals and copies) relating to the divorce of King Henry VIII of England (1509–1547) from Queen Katherine of Aragon (1509–1533; d. 1536), and to his marriages to Anne Boleyn (1533–1536), Anne of Cleves (England 1540; d. 1557), Katherine Howard (1540–1542) and Katherine Parr (1543–1547; d. 1548), including the submission of Lady Mary Tudor (the future Queen Mary I, 1553–1558) to Henry, 26 June 1536 (f. 273); the questions to be asked to Thomas Cromwell, earl of Essex (d. 1540), concerning the marriage to Anne of Cleves, 1540 (f. 241); and items in the hands of Thomas Cranmer, archbishop of Canterbury (1532–1553; d. 1556), and Lady Elizabeth (the future Queen Elizabeth I, 1558–1603) (2nd quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102888&displayMode=full&vid=IAMS_VU2
Vitellius EIV,Vitellius EIV,Book,Vitellius,Cotton Manuscript Vitellius E IV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103070&displayMode=full&vid=IAMS_VU2
Otho EV,Otho EV,Book,Otho,History of the world (2nd half of the 16th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102914&displayMode=full&vid=IAMS_VU2
Galba CII,Galba CII,Book,Galba,"Records and papers concerning England and the Low Countries, 1564–1567 (3rd quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102914&displayMode=full&vid=IAMS_VU2
Otho EXI,Otho EXI,Book,Otho,"Papers relating to levies, musters and the defence of ports, temp. Henry VIII (1509–1547) and Elizabeth I (1558–1603) (1st half 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102919&displayMode=full&vid=IAMS_VU2
Vitellius DXVII,Vitellius DXVII,Book,Vitellius,Cotton Manuscript Vitellius D XVII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103062&displayMode=full&vid=IAMS_VU2
Faustina EIX,Faustina EIX,Book,Faustina,"Francis Thynne (d. 1608), Collections relating to English history and the nobility (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103943&displayMode=full&vid=IAMS_VU2
Julius DI,Julius DI,Book,Julius,Cotton Manuscript Julius D I (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101705&displayMode=full&vid=IAMS_VU2
Nero CX,Nero CX,Book,Nero,Papers of King Edward VI (1537-1553),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102698&displayMode=full&vid=IAMS_VU2
Vitellius BI,Vitellius BI,Book,Vitellius,"Records and papers concerning England and Rome, 1509–1515 (1st quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102984&displayMode=full&vid=IAMS_VU2
Vespasian DXV,Vespasian DXV,Book,Vespasian,"Pontifical, with medieval endleaves; a penitential manual including Isidore of Seville, Sententiarum; and St Jerome, De persecutione Christianorum (Ps.-Augustine, Sermo lx; Ps.-Caesarius of Arles, Homilia xx); Canones Cottoniani, an adaptation of the Iudicia Theodori; Amalarius, De ecclesiasticis officiis (excerpts, imperfect), with medieval endleaves including further excerpts from De ecclesiasticis officiis. (Mid 10th century-2nd half of 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103347&displayMode=full&vid=IAMS_VU2
Titus BIX,Titus BIX,Book,Titus,"Acts of the Irish Parliament, Henry IV–13 Elizabeth I (1570–1571) (16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103527&displayMode=full&vid=IAMS_VU2
Tiberius EVIII,Tiberius EVIII,Book,Tiberius,Cotton Manuscript Tiberius E VIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102299&displayMode=full&vid=IAMS_VU2
Julius EII,Julius EII,Book,Julius,Cotton Manuscript Julius E II (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101744&displayMode=full&vid=IAMS_VU2
Caligula CII,Caligula CII,Book,Caligula,"Records and papers (primarily originals) concerning England and Scotland, 1570–1572, including the original correspondence of Mary, queen of Scots (1542–1567; d. 1587), and William Cecil, 1st Baron Burghley (d. 1598); A Discourse touching the pretended Match betwene the Duke of Norfolke and the Quene of Scottes (ff. 284–291",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101744&displayMode=full&vid=IAMS_VU2
Titus EV,Titus EV,Book,Titus,"Transcripts of the Parliament rolls, 1–16 Henry VI (1422–1437), including two original documents, 24 January 1431 (ff. 276–277) and 22 November 1433 (f. 368) (1431-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103605&displayMode=full&vid=IAMS_VU2
Titus F II,Titus F II,Book,Titus,"Journals of Parliament, 1–29 Elizabeth I (1558/9–1587), including ‘A Proclamation notifying the dissolution of the Parliament that was proroged vnto the xiiii day of Nouember, 1586’ (London, 1586",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103615&displayMode=full&vid=IAMS_VU2
Augustus I.II31,Augustus I.II31,Book,Augustus,,
Nero BII,Nero BII,Book,Nero,"Records and papers (originals and copies) concerning England and Prussia, the Hanse, Poland and Sweden, Edward III (1327–1377) to Elizabeth I (1558–1603) (1st quarter of the 15th century-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102643&displayMode=full&vid=IAMS_VU2
Claudius CVIII,Claudius CVIII,Book,Claudius,"Index of the heirs of English families, Edward I–Elizabeth, extracted from various records, in the hand of Robert Glover (d. 1588) (2nd half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102507&displayMode=full&vid=IAMS_VU2
Titus EXIV,Titus EXIV,Book,Titus,"Transcript of the Parliament rolls, 21–24 Henry VIII (1529–1533) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103614&displayMode=full&vid=IAMS_VU2
Otho AXVI,Otho AXVI,Book,Otho,"Cotton Manuscript Otho A XVIII (Unspecified)
Cotton MS Otho A XVIII, ff 1-68",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS041-001607295&displayMode=full&vid=IAMS_VU2
Nero BVI,Nero BVI,Book,Nero,"Miscellaneous papers (primarily originals) relating to England, Italy, France, Hungary, Germany, Poland, Turkey, Spain, Scotland and the Low Countries, 1533–1603, including The causes and affaires betweene the Emperour and his Allyes, against the French Kings and his (37r–45v); ‘Prix de Marchandises en Londres’, 27 February 1600 (75r–v",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS041-001607295&displayMode=full&vid=IAMS_VU2
Oxford Queens College MS 54,Oxford Queens College MS 54,Book,Oxford,,
Cleopatra FIV,Cleopatra FIV,Book,Cleopatra,"Acts of the Privy Council, 1–19 Henry VI (1422–1441) (1st half of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103832&displayMode=full&vid=IAMS_VU2
Galba CV,Galba CV,Book,Galba,"Records and papers concerning England and the Low Countries, 1574–1576 (3rd quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102785&displayMode=full&vid=IAMS_VU2
Galba DII,Galba DII,Book,Galba,"Records and papers concerning England and the Low Countries, 1587 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102785&displayMode=full&vid=IAMS_VU2
Titus EXVI,Titus EXVI,Book,Titus,,
Vitellius CIII,Vitellius CIII,Book,Vitellius,"Old English Illustrated Herbal; Medicina de quadrupedibus in Old English; Peter of Poitiers, Compendium in Genealogia Christi; Macrobius, Saturnalia, books i–ii; notes by William Harvey (3rd quarter of the 9th century-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103004&displayMode=full&vid=IAMS_VU2
Cleopatra FV,Cleopatra FV,Book,Cleopatra,"Acts of the Privy Council, 20–36 Henry VI (1441–1459) (Mid 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103833&displayMode=full&vid=IAMS_VU2
Galba DIII,Galba DIII,Book,Galba,"Records and papers concerning England and the Low Countries, 1588–1589 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103833&displayMode=full&vid=IAMS_VU2
Galba BXI,Galba BXI,Book,Galba,"Records and papers concerning England and Burgundy, 1495–1585 (4th quarter 15th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102779&displayMode=full&vid=IAMS_VU2
Appendix L,Appendix L,Book,Appendix,,
Faustina EI,Faustina EI,Book,Faustina,"Heraldic papers of William Camden, Clarenceux King of Arms (d. 1623), incorporating numerous original documents, among them the grant of arms to Sir Walter Mildmay (d. 1589), 20 May 1552 (ff. 15–16), and A brief rehersall of the causes of the present disorder in the Office of Armes, and how the same may be remedyed (269r–271v) (1st half of the 15th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103933&displayMode=full&vid=IAMS_VU2
Augustus I.II35,Augustus I.II35,Book,Augustus,,
Faustina AIX,Faustina AIX,Book,Faustina,"Homilies, including Ælfric, Catholic Homilies (imperfect) (1st half of the 12th century-2nd half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103858&displayMode=full&vid=IAMS_VU2
Vitellius AVI,Vitellius AVI,Book,Vitellius,"Gildas, De excidio Britanniae (imperfect) (Mid 10th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102938&displayMode=full&vid=IAMS_VU2
London Society Of Antiquaries MS 116,London Society Of Antiquaries MS 116,Book,London,,
Faustina CIV,Faustina CIV,Book,Faustina,"Gerald of Wales, Topographia Hibernie (4th quarter of the 16th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103918&displayMode=full&vid=IAMS_VU2
Cleopatra BV,Cleopatra BV,Book,Cleopatra,Cotton Manuscript Cleopatra B V (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103745&displayMode=full&vid=IAMS_VU2
Vespasian CXII,Vespasian CXII,Book,Vespasian,"Retratos, letreros e ynsignias reales de los reyes de Ouiedo, Leon y Castilla, 1594, comprising 40 pencil portraits of Spanish kings and queens from the royal palace at Segovia (ff. 3, 6–28, 31, 33–35, 37, 45, 62, 66, 69, 99, 106, 117, 131, 184, 207–208, 280); records and papers (originals and transcripts) concerning England and Spain, 1262–1509, primarily royal correspondence, including the marriage contract of Prince Arthur of England (d. 1502) and Katherine of Aragon, 1497 (227r–237v), and the marriage contract of Prince Henry of England (the future King Henry VIII, 1509–1547) and Katherine of Aragon, 1502 (261r–270v",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103745&displayMode=full&vid=IAMS_VU2
Caligula EIX,Caligula EIX,Book,Caligula,,
Vespasian AI,Vespasian AI,Book,Vespasian,Psalter ('The Vespasian Psalter') (2nd quarter of the 8th century-c 1480),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103133&displayMode=full&vid=IAMS_VU2
Julius CIV,Julius CIV,Book,Julius,An Abstracte or Memoriall of such courses as haue beene used in militarye affayres bothe at lande and sea for defence and offence (14th century-1st half of the 17th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101688&displayMode=full&vid=IAMS_VU2
Vespasian AV,Vespasian AV,Book,Vespasian,Cotton Manuscript Vespasian A V (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103152&displayMode=full&vid=IAMS_VU2
Titus EXIII,Titus EXIII,Book,Titus,"Transcript of the Parliament rolls, 7 Henry VIII (1515–1516) (1v–80r), 14–15 Henry VIII (1522–1524) (81r–333v) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103613&displayMode=full&vid=IAMS_VU2
Nero DV,Nero DV,Book,Nero,"Matthew Paris, Chronica maiora (2r–393r), incorporating St Godric’s hymn to the Blessed Virgin Mary (150v",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103613&displayMode=full&vid=IAMS_VU2
Augustus I.II33,Augustus I.II33,Book,Augustus,,
Caligula CI,Caligula CI,Book,Caligula,"Records and papers (originals and copies) concerning England and Scotland, 1567–1570, much of it relating to the exile of Mary, queen of Scots (1542–1567; d. 1587), and including the original correspondence of Mary, queen of Scots; Elizabeth I, queen of England (1588–1603); Catherine de’ Medici, queen dowager of France (d. 1589); William Cecil (later 1st Baron Burghley, d. 1598); and Sir Nicholas Throckmorton (d. 1571); Ane deeclaration of the Lordis iust quarrell (ff. 11–19) (Edinburgh",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102726&displayMode=full&vid=IAMS_VU2
Faustina BI,Faustina BI,Book,Faustina,Cotton Manuscript Faustina B I (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103861&displayMode=full&vid=IAMS_VU2
Nero AXVI,Nero AXVI,Book,Nero,Cotton Manuscript Nero A XVI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102638&displayMode=full&vid=IAMS_VU2
Galba BVIII,Galba BVIII,Book,Galba,"Correspondence and other records (predominantly originals) concerning England and Burgundy, 1514–1525, including letters in the hands of Charles V, king of Spain (1516–1556) and Holy Roman emperor (1519–1556; d. 1558), and Sir Thomas More (d. 1535) (16th century-17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102638&displayMode=full&vid=IAMS_VU2
Faustina CV,Faustina CV,Book,Faustina,Register of Rochester Cathedral Priory (imperfect) (4th quarter of the 14th century-3rd quarter of the 15th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103919&displayMode=full&vid=IAMS_VU2
Vitellius FXVIII,Vitellius FXVIII,Book,Vitellius,Cotton Manuscript Vitellius F XVIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103131&displayMode=full&vid=IAMS_VU2
Galba CVII,Galba CVII,Book,Galba,"Records and papers concerning England and the Low Countries, 1580–1584 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102787&displayMode=full&vid=IAMS_VU2
Galba CIX,Galba CIX,Book,Galba,"Records and papers concerning England and the Low Countries, 1586 (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102789&displayMode=full&vid=IAMS_VU2
Faustina CII,Faustina CII,Book,Faustina,"Miscellaneous political and historical tracts (originals and copies), including Richard Morison, A Persuasion to the King that the Law of his Realm should be in Latin (5r–22r",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103916&displayMode=full&vid=IAMS_VU2
Vitellius DX,Vitellius DX,Book,Vitellius,"Register of St Augustine’s Abbey, Canterbury (1st quarter of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103047&displayMode=full&vid=IAMS_VU2
Tiberius CIX,Tiberius CIX,Book,Tiberius,Cotton Manuscript Tiberius C IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102254&displayMode=full&vid=IAMS_VU2
Galba BV,Galba BV,Book,Galba,"Records and papers concerning England and Burgundy, 1516–1519 (1st quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102254&displayMode=full&vid=IAMS_VU2
Vitellius DV,Vitellius DV,Book,Vitellius,"(?)Synodal decrees of the diocese of York (1r–8v); provincial decrees of Walter de Gray, archbishop of York (1215–55) (8v–16v) (Smith nos. 5–6) (1st half of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103037&displayMode=full&vid=IAMS_VU2
London British Library Royal MS 16 CXXV,London British Library Royal MS 16 CXXV,Book,London,,
Vitellius CV,Vitellius CV,Book,Vitellius,"Old English Homilies, including the first series of Ælfric, Catholic Homilies (4th quarter of the 10th century-1st half of the 11th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103009&displayMode=full&vid=IAMS_VU2
Galba EX,Galba EX,Book,Galba,Cotton Manuscript Galba E X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102820&displayMode=full&vid=IAMS_VU2
